Epoch 1, Train Loss: 110598480.0000, Valid Loss: 547113.1875, SSIM MAE: 1.1501, Size MAE: 0.5643, Best Vloss: inf, Best SSIM MAE: inf, Best Size MAE: inf
Epoch 1111, Train Loss: 39.5031, Valid Loss: 9.0116, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000858, Best Size MAE: 0.002282
Epoch 1112, Train Loss: 1558.3651, Valid Loss: 9.0144, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000855, Best Size MAE: 0.002282
Epoch 1113, Train Loss: 66.9715, Valid Loss: 9.0168, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000855, Best Size MAE: 0.002282
Epoch 1114, Train Loss: 100.7534, Valid Loss: 9.0231, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000855, Best Size MAE: 0.002282
Epoch 1115, Train Loss: 154.3766, Valid Loss: 9.0206, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000855, Best Size MAE: 0.002282
Epoch 1116, Train Loss: 99.6521, Valid Loss: 9.0232, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000850, Best Size MAE: 0.002282
Epoch 1117, Train Loss: 40.6731, Valid Loss: 9.0238, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000846, Best Size MAE: 0.002282
Epoch 1118, Train Loss: 392.3690, Valid Loss: 9.0191, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000843, Best Size MAE: 0.002282
Epoch 1119, Train Loss: 30.5954, Valid Loss: 9.0201, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000843, Best Size MAE: 0.002282
Epoch 1120, Train Loss: 2339.1299, Valid Loss: 9.0176, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000840, Best Size MAE: 0.002282
Epoch 1121, Train Loss: 51.6636, Valid Loss: 9.0289, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000840, Best Size MAE: 0.002282
Epoch 1122, Train Loss: 409.1518, Valid Loss: 9.0272, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000840, Best Size MAE: 0.002282
Epoch 1123, Train Loss: 146.2106, Valid Loss: 9.0138, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000840, Best Size MAE: 0.002282
Epoch 1124, Train Loss: 10.6767, Valid Loss: 9.0011, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000838, Best Size MAE: 0.002282
Epoch 1125, Train Loss: 442.8209, Valid Loss: 9.0050, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000831, Best Size MAE: 0.002282
Epoch 1126, Train Loss: 20.0131, Valid Loss: 9.0047, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000831, Best Size MAE: 0.002282
Epoch 1127, Train Loss: 243.5087, Valid Loss: 9.0019, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000830, Best Size MAE: 0.002280
Epoch 1128, Train Loss: 22.2704, Valid Loss: 9.0002, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000830, Best Size MAE: 0.002280
Epoch 1129, Train Loss: 87.7646, Valid Loss: 9.0005, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000824, Best Size MAE: 0.002279
Epoch 1130, Train Loss: 69.5759, Valid Loss: 8.9988, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000824, Best Size MAE: 0.002278
Epoch 1131, Train Loss: 68.8308, Valid Loss: 8.9965, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000822, Best Size MAE: 0.002275
Epoch 1132, Train Loss: 721.6996, Valid Loss: 8.9795, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000822, Best Size MAE: 0.002273
Epoch 1133, Train Loss: 433.7571, Valid Loss: 8.9662, SSIM MAE: 0.0009, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000822, Best Size MAE: 0.002272
Epoch 1134, Train Loss: 29.8037, Valid Loss: 8.9652, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000822, Best Size MAE: 0.002272
Epoch 1135, Train Loss: 66.0019, Valid Loss: 8.9665, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000822, Best Size MAE: 0.002272
Epoch 1136, Train Loss: 150.8671, Valid Loss: 8.9623, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000818, Best Size MAE: 0.002272
Epoch 1137, Train Loss: 50.1682, Valid Loss: 8.9600, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000818, Best Size MAE: 0.002272
Epoch 1138, Train Loss: 226.4315, Valid Loss: 8.9683, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000810, Best Size MAE: 0.002272
Epoch 1139, Train Loss: 114.3280, Valid Loss: 8.9803, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000810, Best Size MAE: 0.002272
Epoch 1140, Train Loss: 18.7097, Valid Loss: 8.9738, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000807, Best Size MAE: 0.002272
Epoch 1141, Train Loss: 30.0751, Valid Loss: 8.9790, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000801, Best Size MAE: 0.002272
Epoch 1142, Train Loss: 329.4394, Valid Loss: 8.9886, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000798, Best Size MAE: 0.002271
Epoch 1143, Train Loss: 178.6193, Valid Loss: 8.9857, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000798, Best Size MAE: 0.002271
Epoch 1144, Train Loss: 1245.7698, Valid Loss: 9.0054, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000798, Best Size MAE: 0.002271
Epoch 1145, Train Loss: 54.7791, Valid Loss: 9.0005, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000798, Best Size MAE: 0.002271
Epoch 1146, Train Loss: 47.0023, Valid Loss: 8.9919, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000798, Best Size MAE: 0.002271
Epoch 1147, Train Loss: 145.3035, Valid Loss: 8.9926, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000792, Best Size MAE: 0.002271
Epoch 1148, Train Loss: 89.9154, Valid Loss: 8.9946, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000790, Best Size MAE: 0.002271
Epoch 1149, Train Loss: 37.7662, Valid Loss: 8.9988, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000789, Best Size MAE: 0.002271
Epoch 1150, Train Loss: 131.6763, Valid Loss: 8.9942, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000784, Best Size MAE: 0.002271
Epoch 1151, Train Loss: 272.3661, Valid Loss: 9.0012, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000783, Best Size MAE: 0.002271
Epoch 1152, Train Loss: 316.6330, Valid Loss: 9.0046, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000783, Best Size MAE: 0.002271
Epoch 1153, Train Loss: 89.0725, Valid Loss: 9.0025, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000783, Best Size MAE: 0.002271
Epoch 1154, Train Loss: 61.0225, Valid Loss: 9.0102, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000781, Best Size MAE: 0.002271
Epoch 1155, Train Loss: 71.1672, Valid Loss: 9.0135, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000774, Best Size MAE: 0.002271
Epoch 1156, Train Loss: 61.0349, Valid Loss: 8.9966, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000772, Best Size MAE: 0.002271
Epoch 1157, Train Loss: 304.0572, Valid Loss: 9.0038, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000769, Best Size MAE: 0.002271
Epoch 1158, Train Loss: 1476.9064, Valid Loss: 9.0007, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000769, Best Size MAE: 0.002271
Epoch 1159, Train Loss: 132.8492, Valid Loss: 9.0000, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000769, Best Size MAE: 0.002271
Epoch 1160, Train Loss: 144.9543, Valid Loss: 8.9921, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000769, Best Size MAE: 0.002271
Epoch 1161, Train Loss: 106.6353, Valid Loss: 8.9780, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000769, Best Size MAE: 0.002271
Epoch 1162, Train Loss: 470.0687, Valid Loss: 8.9819, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000765, Best Size MAE: 0.002268
Epoch 1163, Train Loss: 1542.9170, Valid Loss: 8.9685, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000765, Best Size MAE: 0.002268
Epoch 1164, Train Loss: 24.8549, Valid Loss: 8.9667, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000765, Best Size MAE: 0.002268
Epoch 1165, Train Loss: 38.8100, Valid Loss: 8.9655, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000765, Best Size MAE: 0.002268
Epoch 1166, Train Loss: 19.3811, Valid Loss: 8.9659, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000757, Best Size MAE: 0.002268
Epoch 1167, Train Loss: 54.0220, Valid Loss: 8.9630, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000751, Best Size MAE: 0.002266
Epoch 1168, Train Loss: 56.8958, Valid Loss: 8.9742, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000749, Best Size MAE: 0.002264
Epoch 1169, Train Loss: 161.3984, Valid Loss: 8.9598, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000747, Best Size MAE: 0.002264
Epoch 1170, Train Loss: 759.3683, Valid Loss: 8.9674, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000747, Best Size MAE: 0.002263
Epoch 1171, Train Loss: 562.6923, Valid Loss: 8.9659, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000747, Best Size MAE: 0.002263
Epoch 1172, Train Loss: 601.0776, Valid Loss: 8.9623, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000747, Best Size MAE: 0.002262
Epoch 1173, Train Loss: 48.7459, Valid Loss: 8.9584, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000747, Best Size MAE: 0.002262
Epoch 1174, Train Loss: 60.7229, Valid Loss: 8.9455, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9578, Best SSIM MAE: 0.000747, Best Size MAE: 0.002262
Epoch 1175, Train Loss: 4216.8647, Valid Loss: 8.9452, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9455, Best SSIM MAE: 0.000740, Best Size MAE: 0.002262
Epoch 1176, Train Loss: 38.3977, Valid Loss: 8.9731, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000740, Best Size MAE: 0.002262
Epoch 1177, Train Loss: 434.3998, Valid Loss: 8.9899, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000740, Best Size MAE: 0.002262
Epoch 1178, Train Loss: 88.4462, Valid Loss: 8.9870, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000740, Best Size MAE: 0.002262
Epoch 1179, Train Loss: 312.9515, Valid Loss: 8.9788, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000740, Best Size MAE: 0.002262
Epoch 1180, Train Loss: 79.9206, Valid Loss: 8.9776, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000740, Best Size MAE: 0.002262
Epoch 1181, Train Loss: 30.8085, Valid Loss: 8.9674, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000740, Best Size MAE: 0.002262
Epoch 1182, Train Loss: 11.4277, Valid Loss: 8.9642, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000735, Best Size MAE: 0.002262
Epoch 1183, Train Loss: 67.4848, Valid Loss: 8.9680, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000730, Best Size MAE: 0.002262
Epoch 1184, Train Loss: 535.4662, Valid Loss: 8.9624, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000728, Best Size MAE: 0.002262
Epoch 1185, Train Loss: 238.8643, Valid Loss: 8.9624, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000728, Best Size MAE: 0.002262
Epoch 1186, Train Loss: 3722.6599, Valid Loss: 8.9741, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000728, Best Size MAE: 0.002262
Epoch 1187, Train Loss: 250.4357, Valid Loss: 8.9744, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000728, Best Size MAE: 0.002262
Epoch 1188, Train Loss: 212.5255, Valid Loss: 8.9712, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000728, Best Size MAE: 0.002262
Epoch 1189, Train Loss: 138.3953, Valid Loss: 8.9711, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000728, Best Size MAE: 0.002262
Epoch 1190, Train Loss: 120.9922, Valid Loss: 8.9701, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000725, Best Size MAE: 0.002262
Epoch 1191, Train Loss: 758.5422, Valid Loss: 8.9757, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000723, Best Size MAE: 0.002262
Epoch 1192, Train Loss: 35.6298, Valid Loss: 8.9765, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000723, Best Size MAE: 0.002262
Epoch 1193, Train Loss: 126.5391, Valid Loss: 8.9733, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000723, Best Size MAE: 0.002262
Epoch 1194, Train Loss: 295.1943, Valid Loss: 8.9766, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000721, Best Size MAE: 0.002262
Epoch 1195, Train Loss: 32.4822, Valid Loss: 8.9732, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000721, Best Size MAE: 0.002262
Epoch 1196, Train Loss: 23.9260, Valid Loss: 8.9722, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000717, Best Size MAE: 0.002262
Epoch 1197, Train Loss: 89.5143, Valid Loss: 8.9751, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000714, Best Size MAE: 0.002262
Epoch 1198, Train Loss: 82.6365, Valid Loss: 8.9710, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000714, Best Size MAE: 0.002262
Epoch 1199, Train Loss: 1041.9010, Valid Loss: 8.9687, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000712, Best Size MAE: 0.002262
Epoch 1200, Train Loss: 76.2269, Valid Loss: 8.9649, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000712, Best Size MAE: 0.002262
Epoch 1201, Train Loss: 55.3499, Valid Loss: 8.9654, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000712, Best Size MAE: 0.002262
Epoch 1202, Train Loss: 201.5384, Valid Loss: 8.9561, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000712, Best Size MAE: 0.002262
Epoch 1203, Train Loss: 51.3164, Valid Loss: 8.9534, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000712, Best Size MAE: 0.002262
Epoch 1204, Train Loss: 199.9025, Valid Loss: 8.9597, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000709, Best Size MAE: 0.002262
Epoch 1205, Train Loss: 29.4120, Valid Loss: 8.9605, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000709, Best Size MAE: 0.002262
Epoch 1206, Train Loss: 103.1760, Valid Loss: 8.9645, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000704, Best Size MAE: 0.002262
Epoch 1207, Train Loss: 277.5577, Valid Loss: 8.9562, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000704, Best Size MAE: 0.002262
Epoch 1208, Train Loss: 22.2409, Valid Loss: 8.9542, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000704, Best Size MAE: 0.002262
Epoch 1209, Train Loss: 327.7655, Valid Loss: 8.9612, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000702, Best Size MAE: 0.002261
Epoch 1210, Train Loss: 42.8898, Valid Loss: 8.9594, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000702, Best Size MAE: 0.002261
Epoch 1211, Train Loss: 2351.7998, Valid Loss: 8.9489, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000702, Best Size MAE: 0.002261
Epoch 1212, Train Loss: 74.6246, Valid Loss: 8.9491, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000702, Best Size MAE: 0.002261
Epoch 1213, Train Loss: 4020.9900, Valid Loss: 8.9490, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000702, Best Size MAE: 0.002261
Epoch 1214, Train Loss: 43.4513, Valid Loss: 8.9575, SSIM MAE: 0.0008, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000702, Best Size MAE: 0.002261
Epoch 1215, Train Loss: 55.2359, Valid Loss: 8.9631, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000702, Best Size MAE: 0.002261
Epoch 1216, Train Loss: 61.6940, Valid Loss: 8.9653, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000702, Best Size MAE: 0.002261
Epoch 1217, Train Loss: 31.6338, Valid Loss: 8.9615, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000702, Best Size MAE: 0.002261
Epoch 1218, Train Loss: 2281.0281, Valid Loss: 8.9549, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000695, Best Size MAE: 0.002261
Epoch 1219, Train Loss: 59.4607, Valid Loss: 8.9762, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000695, Best Size MAE: 0.002261
Epoch 1220, Train Loss: 40.6694, Valid Loss: 8.9749, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000695, Best Size MAE: 0.002261
Epoch 1221, Train Loss: 26.1777, Valid Loss: 8.9773, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000695, Best Size MAE: 0.002261
Epoch 1222, Train Loss: 255.5663, Valid Loss: 8.9631, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000693, Best Size MAE: 0.002261
Epoch 1223, Train Loss: 97.2317, Valid Loss: 8.9514, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000693, Best Size MAE: 0.002261
Epoch 1224, Train Loss: 11.0598, Valid Loss: 8.9558, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000691, Best Size MAE: 0.002261
Epoch 1225, Train Loss: 58.4849, Valid Loss: 8.9536, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000686, Best Size MAE: 0.002261
Epoch 1226, Train Loss: 94.7876, Valid Loss: 8.9540, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000684, Best Size MAE: 0.002259
Epoch 1227, Train Loss: 251.5925, Valid Loss: 8.9622, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000683, Best Size MAE: 0.002258
Epoch 1228, Train Loss: 61.0470, Valid Loss: 8.9644, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000683, Best Size MAE: 0.002258
Epoch 1229, Train Loss: 145.1139, Valid Loss: 8.9641, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000682, Best Size MAE: 0.002258
Epoch 1230, Train Loss: 54.2374, Valid Loss: 8.9599, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000682, Best Size MAE: 0.002258
Epoch 1231, Train Loss: 1273.2385, Valid Loss: 8.9673, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000678, Best Size MAE: 0.002258
Epoch 1232, Train Loss: 124.2871, Valid Loss: 8.9588, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000678, Best Size MAE: 0.002258
Epoch 1233, Train Loss: 70.2569, Valid Loss: 8.9539, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000678, Best Size MAE: 0.002258
Epoch 1234, Train Loss: 680.2485, Valid Loss: 8.9207, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9452, Best SSIM MAE: 0.000678, Best Size MAE: 0.002258
Epoch 1235, Train Loss: 26.1955, Valid Loss: 8.9256, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9207, Best SSIM MAE: 0.000678, Best Size MAE: 0.002258
Epoch 1236, Train Loss: 124.0905, Valid Loss: 8.9326, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9207, Best SSIM MAE: 0.000678, Best Size MAE: 0.002258
Epoch 1237, Train Loss: 53.2478, Valid Loss: 8.9373, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9207, Best SSIM MAE: 0.000678, Best Size MAE: 0.002257
Epoch 1238, Train Loss: 596.6054, Valid Loss: 8.9326, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9207, Best SSIM MAE: 0.000673, Best Size MAE: 0.002256
Epoch 1239, Train Loss: 24.3900, Valid Loss: 8.9190, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9207, Best SSIM MAE: 0.000673, Best Size MAE: 0.002256
Epoch 1240, Train Loss: 296.2007, Valid Loss: 8.9161, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9190, Best SSIM MAE: 0.000673, Best Size MAE: 0.002254
Epoch 1241, Train Loss: 148.5127, Valid Loss: 8.9255, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9161, Best SSIM MAE: 0.000673, Best Size MAE: 0.002251
Epoch 1242, Train Loss: 18.1132, Valid Loss: 8.9223, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9161, Best SSIM MAE: 0.000673, Best Size MAE: 0.002251
Epoch 1243, Train Loss: 1103.1630, Valid Loss: 8.9255, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9161, Best SSIM MAE: 0.000668, Best Size MAE: 0.002250
Epoch 1244, Train Loss: 1246.0370, Valid Loss: 8.9351, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9161, Best SSIM MAE: 0.000668, Best Size MAE: 0.002250
Epoch 1245, Train Loss: 80.5537, Valid Loss: 8.9424, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9161, Best SSIM MAE: 0.000668, Best Size MAE: 0.002250
Epoch 1246, Train Loss: 241.7089, Valid Loss: 8.9531, SSIM MAE: 0.0007, Size MAE: 0.0023, Best Vloss: 8.9161, Best SSIM MAE: 0.000668, Best Size MAE: 0.002250
